Name,RA,Dec,Vmag,SpType,B-V,Ebv,Miles,Sp_s,Melchiors
HD 182488,290.8916666666666,33.22196944444445,6.4,K0V,90.0,,,,oui
HD 182549,290.76333333333326,46.288938888888886,7.92,G6II,0.88,,,,oui
HD 182568,291.03166666666664,29.621330555555556,4.98,B3IV,-0.13,,,,oui
HD 18262,44.0575,8.381561111111111,5.96,F6III-IVs,0.47,,,,oui
HD 182640,291.3745833333333,3.1147805555555554,3.36,F1IV-V(n),0.32,,,,oui
HD 182681,291.735345166667,-29.7432269444444,5.65,B9V,0.002,0.07,,B9,
HD 182900,291.60041666666666,13.023811111111112,5.75,F6III,0.46,,,,oui
HD 182919,291.555190583333,20.0977340833333,5.594,A0V,0.002,0.01,,A0,
HD 18322,44.10666666666666,-8.898138888888889,3.87,K1+IIIb,1.12,,,,oui
HD 18326,44.846666666666664,60.56653055555555,7.94,O6.5V((f))z+O9/B0V:,0.27,,,,oui
HD 183261,291.97524999999996,20.247380555555555,6.88,B3II,-0.05,,,,oui
HD 18331 ,44.1559294166667,-3.71231958333333,5.16,A3V,0.09,0.01,,A3,
HD 183324,292.254116458333,1.95044886111111,5.793,A0V,0.083,0.09,,A0,
HD 183324,292.492916666667,1.95044444444444,5.793,A0V,,0.03,s0722,A0,
HD 183439,292.1762499999999,24.664919444444443,4.45,M0.5IIIb,1.5,,,,oui
HD 1835,5.715833333333332,-12.209438888888888,6.39,G2.5V,0.66,,,,oui
HD 183534,291.858161958333,52.3204371388889,5.75,A1V,0.0,-0.02,,A1,
HD 183630,292.6658333333333,-2.7888888888888888,5.03,K5III,1.75,,,,oui
HD 183753,292.4816666666666,28.72431111111111,7.65,K3II,1.35,,,,oui
HD 183914,292.689147625,27.9652763888889,5.088,B8Ve,-0.061,0.05,,B8,
HD 184006,292.426494666667,51.7297793888889,3.75,A5V,0.14,0.0,,A5,oui
HD 184008,292.55375,46.1478,7.18,M5III,1.32,,,,oui
HD 18411 ,44.6902910416667,39.6627261388889,4.685,A2Vn,0.069,0.02,,A2,
HD 184171,292.94291666666663,34.45296944444445,4.72,B3IV,-0.12,,,,oui
HD 184279,293.40374999999995,3.7613305555555554,6.98,B0V,0.0,,,,oui
HD 1843,5.83125,62.31406111111111,7.78,K7V,1.79,,,,oui
HD 184313,293.44166666666666,5.465688888888889,6.48,M5-M5.5III,1.52,,,,oui
HD 184722,293.78166666666664,19.004969444444445,6.82,K7III,1.66,,,,oui
HD 184786,293.42333333333335,49.26231111111111,5.96,M4.5III,1.64,,,,oui
HD 18482,44.91624999999999,41.032938888888886,5.88,K2,1.45,,,,oui
HD 184875,293.67191375,42.41251025,5.348,A2V,0.056,0.01,,A2,
HD 184915,294.22249999999997,-7.027469444444445,4.96,B0.5IIIn,-0.03,,,,oui
HD 184930,294.18041666666664,-1.286611111111111,4.36,B5III,-0.08,,,,oui
HD 18509,44.655833333333334,2.1205611111111113,7.55,K3III,1.34,,,,oui
HD 185124,294.4470833333333,-4.647638888888888,5.68,F3IV/V,0.39,,,,oui
HD 185144,293.09,69.66116111111111,4.68,K0V,0.78,,,,oui
HD 18519 ,44.8025,21.3397222222222,4.63,A2Vs,0.04,-0.01,,A2,
HD 18519J,44.8030223333333,21.3404326388889,4.66,"A2V+,,,",0.05,0.0,,A2,
HD 18520 ,44.8028333333333,1.34038333333333,4.63,A2Vs,0.04,-0.01,,A2,
HD 18537 ,45.2175540416667,52.3517283888889,5.22,B7V,-0.06,0.07,,B7,oui
HD 185395,294.11041666666665,50.221111111111114,4.48,F3+V,0.38,,,,oui
HD 18543,44.67541666666666,-2.782888888888889,5.23,A0V,0.0,,,,oui
HD 185507,294.79851025,5.39777213888889,5.178,"B3V+,,,",-0.002,0.2,,B3,
HD 185657,294.48625,49.284419444444445,6.46,G6V,1.02,,,,oui
HD 185758,295.02416666666664,18.01388888888889,4.38,G1II,0.78,,,,oui
HD 185762,295.18041666666664,-0.6212194444444444,5.64,A2V,0.09,,,,oui
HD 185859,295.242083333333,20.4771111111111,6.54,B0.5Iae,,0.63,s0732,B0,
HD 185936,295.273034625,13.8156806111111,5.988,B5V,-0.081,0.08,,B5,
HD 18604,44.928749999999994,8.907361111111111,4.7,B6III,-0.12,,,,oui
HD 18623 ,44.5683666666667,-0.304677777777778,4.3,A1V,0.1,0.08,,A1,
HD 186307,295.48999999999995,40.25413888888889,6.23,A6V,0.17,,,,oui
HD 18633 ,44.9214955416667,-2.464955,5.55,B9V,-0.07,0.0,,"B9,5",oui
HD 186357,295.7045833333333,29.33175,6.53,F1III,0.34,,,,oui
HD 186427,295.46666666666664,50.51753055555555,6.2,G3V,0.66,,,,oui
HD 186500,296.505070375,-31.9085714722222,5.514,B8V,0.018,0.13,,B8,
HD 186568,295.97499999999997,34.166938888888886,6.05,B8III,-0.07,,,,oui
HD 186618,295.84374999999994,47.24471944444444,7.75,B0V,-0.16,,,,oui
HD 186675,296.06916666666666,37.35436111111111,4.89,G8III,0.94,,,,oui
HD 186791,296.565,10.613249999999999,2.72,K3II,1.51,,,,oui
HD 186882,296.2436666666667,45.130811111111115,2.87,A0IV,-0.02,,,,oui
HD 18692,44.90083333333333,-25.27413888888889,5.69,F4V,0.41,,,,oui
HD 186980,296.56624999999997,32.116169444444445,7.48,O7.5III((f)),0.08,,,,oui
HD 18700,45.18374999999999,10.87038888888889,5.93,K6,1.61,,,,oui
HD 187013,296.6066666666666,33.727611111111116,5.0,F5.5IV-V,90.0,,,,oui
HD 187235,296.865750041667,38.4076141944444,5.826,B8Vn,-0.087,0.02,,B8,
HD 187340,296.07666666666665,69.33706111111111,5.9,A2III,0.05,,,,oui
HD 187362,297.24441575,19.1420421111111,5.0,A3V,0.1,0.02,,A3,
HD 18742,45.04458333333333,-20.802611111111112,7.81,G8/K0IV,0.93,,,,oui
HD 187459,297.2108333333333,33.43728055555555,6.46,B0.5II,0.12,,,,oui
HD 187462,297.2858333333333,27.731688888888886,7.0,G0IV,90.0,,,,oui
HD 187642,297.695827291667,8.86832119444444,0.76,A7Vn,0.22,0.02,,A7,oui
HD 187691,297.7568333333333,10.415730555555555,5.11,F8V,90.0,,,,oui
HD 187811,297.767117541667,22.6100481111111,4.893,"B2,5Ve",-0.143,0.1,,"B2,5",
HD 18784,45.29166666666666,-7.663,5.75,G9.5III:,1.06,,,,oui
HD 187879,297.742095833333,40.5998055555556,5.68,B1III,,0.22,s0737,B1,
HD 188001,298.0908333333333,18.671861111111113,6.23,O7.5Iabf,0.01,,,,oui
HD 188041,298.495,-3.11447222222222,5.633,A5pvar,,0.05,s0740,A5,
HD 188119A,297.04333333333335,70.2679111111111,3.91,G7IIIbFe-1,0.92,,,,oui
HD 188209,297.99625000000003,47.02733055555556,5.63,O9.5Iab,-0.08,,,,oui
HD 188252,298.03004166666665,47.931799999999996,5.9,B2III,-0.17,,,,oui
HD 188260,298.3654166666666,24.07961111111111,4.64,B9.5III,-0.07,,,,oui
HD 188293,298.656881333333,-8.22728861111111,5.71,B7Vn,-0.08,0.05,,B7,
HD 188350,298.6866666666666,0.2736388888888889,5.63,B9IV,0.07,,,,oui
HD 188485,298.6295833333333,24.319388888888888,5.52,A0III,-0.02,,,,oui
HD 188512,298.8283333333333,6.406750000000001,3.71,G8IV,0.85,,,,oui
HD 188665,298.322406875,57.5234803055556,5.13,B5V,-0.13,0.04,,B5,oui
HD 188728,299.0595833333333,11.423719444444444,5.28,A1IV,0.01,,,,oui
HD 18883 ,45.5938254166667,4.35288719444444,5.607,B7V,-0.099,0.03,,B7,
HD 18884,45.56999999999999,4.0897499999999996,2.53,M1.5IIIa,1.64,,,,oui
HD 188899,299.487630375,-15.4914876111111,5.011,A2V,0.059,0.01,,A2,
HD 188947,299.07666666666665,35.083419444444445,3.88,K0III,1.03,,,,oui
HD 189005,299.7383333333333,-26.195780555555555,4.85,G6III,0.89,,,,oui
HD 189037,298.907442583333,52.4389476666667,4.92,A4Vn,0.12,0.0,,A4,
HD 18907,45.40666666666666,-28.091549999999998,5.85,G9:V,0.83,,,,oui
HD 189178,299.307783291667,40.3678259444444,5.453,B5V,-0.089,0.07,,B5,
HD 18925,46.19916666666666,53.50643888888889,2.93,G9III+A2-III:,0.7,,,,oui
HD 189301,299.4654166666666,38.121138888888886,7.24,K4II,1.54,,,,oui
HD 189319,299.6892083333333,19.49213888888889,3.47,M0-III,1.57,,,,oui
HD 189350,299.60374999999993,31.47731111111111,7.84,M2,1.77,,,,oui
HD 189395,299.658256833333,30.9836650833333,5.506,B9Vn,-0.059,0.01,,B9,
HD 189410,299.79391666666663,23.101280555555558,5.66,F0,0.33,,,,oui
HD 189475,299.78791666666666,27.51263888888889,6.85,K2II,1.29,,,,oui
HD 189577,300.01374999999996,17.5165,5.35,M3/5III,1.65,,,,oui
HD 189597,299.9241666666667,30.913919444444442,7.57,B6II,0.02,,,,oui
HD 189671,300.0641666666666,26.18788888888889,6.49,G8II,1.15,,,,oui
HD 18970,46.385,56.70571944444445,4.77,G9+IIIb,1.03,,,,oui
HD 189733,300.1820833333333,22.71086111111111,7.65,K2V,0.93,,,,oui
HD 189741,300.49412499999994,-13.637219444444444,5.69,A1IV,0.06,,,,oui
HD 189753,300.13874999999996,27.141969444444445,7.78,K4II,1.5,,,,oui
HD 189763,300.6645833333333,-27.709830555555556,4.58,M4.5III,1.65,,,,oui
HD 189849,300.2749999999999,27.753580555555555,4.65,A4III,0.18,,,,oui
HD 189849,300.494708333333,27.7536111111111,4.663,A4III,,0.03,s0748,A4,
HD 189944,300.436295958333,24.8004217777778,5.87,B4V,-0.14,0.05,,B4,oui
HD 189957,300.24999999999994,42.00856111111111,7.82,O9.7III,0.02,,,,oui
HD 190004,300.5058333333333,24.93805,5.5,F2III,90.0,,,,oui
HD 190067,300.6425,15.592080555555556,7.12,K0VFe-0.9,0.74,,,,oui
HD 190172,301.00499999999994,-7.469469444444445,6.72,F3II,0.35,,,,oui
HD 190406,301.0258333333333,17.070169444444446,5.79,G0V,0.6,,,,oui
HD 190429,300.8725,36.02513888888889,6.63,O4If+O9.5II,0.15,,,,oui
HD 190429A,300.8725,36.025280555555554,7.09,O4If,0.11,,,,oui
HD 190429B,300.8720833333333,36.02471944444444,7.73,O9.5II-III,0.15,,,,oui
HD 19058,46.29416666666667,38.84028055555556,3.39,M4+IIIa,1.65,,,,oui
HD 190603,301.2420875,32.2186111111111,5.659,B1.5 Iae,,0.73,s0751,B1,
HD 19065 ,46.8291575833333,64.0575938611111,5.885,B9V,-0.02,0.05,,B9,
HD 190658,301.36041666666665,15.500419444444445,6.34,M2.5III,1.64,,,,oui
HD 190864,301.41583333333324,35.60778055555556,7.78,O6.5III(f),0.15,,,,oui
HD 190918,301.4887499999999,35.78836111111111,6.75,WN5+O9I,0.13,,,,oui
HD 190993,301.722532791667,23.6144248333333,5.064,B3V,-0.16,0.04,,B3,
HD 191026,301.5908333333333,35.97246944444445,5.4,G8.5IVa,90.0,,,,oui
HD 19107 ,46.068821125,-7.60085719444444,5.3,A5V,0.16,-0.11,,A8,oui
HD 19134J,46.3612007916667,25.2551738055556,5.46,B7Vn,-0.03,0.1,,B7,
HD 191493,302.19541666666663,36.1478,7.34,K5II,1.62,,,,oui
HD 191610,302.356746583333,36.8396221388889,4.929,"B2,5Ve",-0.136,0.1,,"B2,5",
HD 191692,302.82625,-0.8214694444444445,3.22,B9.5III,-0.07,,,,oui
HD 191737,302.10625,58.787280555555554,7.92,G3III,1.04,,,,oui
HD 191747,302.63958333333335,26.90416944444444,5.51,A3III,0.08,,,,oui
HD 192044,303.002922041667,26.4788065833333,5.903,B7Ve,-0.106,0.02,,B7,
HD 192163,303.0272499999999,38.35493888888889,7.5,WN6(h)-s,-0.01,,,,oui
HD 192281,303.13791666666657,40.268169444444446,7.55,O4.5V(n)((f)),0.3,,,,oui
HD 192425,303.56924525,15.1976089722222,4.947,A2V,0.066,0.02,,A2,
HD 192575,302.737125,68.27221944444445,6.84,B0.5V,0.15,,,,oui
HD 192577,303.4079166666666,46.74133055555556,3.8,K3Ib+B2IV-V,1.28,,,,oui
HD 192639,303.6266666666666,37.353830555555554,7.11,O7.5Iabf,0.35,,,,oui
HD 192640,303.633472125,36.8063033611111,4.955,A2V,0.141,0.09,,A2,
HD 192640,303.744083333333,36.8063055555556,4.955,A2V,,0.03,s0759,A2,
HD 192641,303.63249999999994,36.661,7.91,WC7pd+O9V,0.29,,,,oui
HD 192685,303.816230916667,25.5919596944444,4.75,B3V,-0.17,0.03,,B3,oui
HD 19275 ,47.9844545833333,74.3936577777778,4.84,A2Vnn,0.048,0.0,,A2,
HD 192895,304.2520833333333,8.963188888888888,6.49,F2,0.29,,,,oui
HD 192907,302.2220833333333,77.71141944444445,4.4,B9III,-0.05,,,,oui
HD 192947,304.51374999999996,-12.54486111111111,3.58,G9III,0.93,,,,oui
HD 192987,304.11749999999995,37.05638888888888,6.45,B6III,-0.09,,,,oui
HD 193007,304.13083333333327,37.64203055555556,7.95,B0III,0.45,,,,oui
HD 193218,304.47704166666665,34.09033055555556,7.34,M5,1.29,,,,oui
HD 193281,305.244875,-29.1971944444444,6.3,A5/A6V,,0.07,s0761,A5,
HD 193322,304.5291175,40.7320833611111,5.84,O9IV(n)+B1.5V,0.1,0.16,,O9,oui
HD 193369,304.619397291667,36.9998035277778,5.573,A2V,0.053,0.0,,A2,
HD 193432,305.16583333333324,-12.759080555555556,4.76,B9IV,-0.04,,,,oui
HD 193496,305.2529166666667,-14.78138888888889,3.08,G9II:+B8p:Si:,0.79,,,,oui
HD 193514,304.7854166666666,39.27341944444444,7.38,O7Ib(f),0.45,,,,oui
HD 19356 ,47.0422185416667,40.9556466666667,2.12,B8V,-0.05,0.06,,B8,oui
HD 193571,305.614598583333,-42.0495457777778,5.58,A0V,0.01,0.02,,A0,
HD 193592,304.603127958333,55.3970969444444,5.76,A2Vs,0.11,0.06,,A2,
HD 193664,304.38041666666663,66.85368888888888,5.9,G3V,90.0,,,,oui
HD 19373,47.266666666666666,49.613280555555555,4.1,G0V,90.0,,,,oui
HD 19374,46.85708333333333,17.88,6.12,B1.5V,-0.12,,,,oui
HD 193793,305.11662499999994,43.854530555555556,6.85,WC7p+O5,0.4,,,,oui
HD 193807,305.971569416667,-42.4228715555556,5.639,A5V,0.201,0.05,,A5,
HD 193964,304.903001083333,62.2574713888889,5.712,B9V,-0.045,0.03,,B9,
HD 19400 ,45.5643685,-71.9024546944444,5.497,"B3V+,,,",-0.122,0.08,,B3,
HD 194093,305.5570833333333,40.25666944444445,2.23,F8Ib,0.67,,,,oui
HD 194097,305.65541666666667,31.264969444444443,6.07,K2,1.38,,,,oui
HD 194193,305.68874999999997,41.025999999999996,5.93,K7III,1.6,,,,oui
HD 194258,305.0249999999999,68.88029999999999,5.55,M4.5-M5III,1.59,,,,oui
HD 194317,305.965,32.19016944444444,4.44,K2.5IIIFe-0.5,1.33,,,,oui
HD 194335,305.934872458333,37.4764482222222,5.859,B2Vne,-0.17,0.07,,B2,
HD 194636,306.830045333333,-18.2117216666667,5.14,B3/5V,-0.08,0.11,,B4,oui
HD 194711,307.00541666666663,-25.606450000000002,6.76,F8,0.4,,,,oui
HD 19476,47.37416666666666,44.857530555555556,3.81,G9.5IIIb,0.98,,,,oui
HD 194789,306.51624999999996,40.401719444444446,6.64,B8,-0.11,,,,oui
HD 194810,307.1220833333333,-24.163249999999998,7.08,G6/8IV,0.88,,,,oui
HD 195050,306.892741375,38.4403308888889,5.636,A3V,0.068,-0.01,,A3,
HD 195094,307.474629875,-18.5831889722222,5.906,A1V,0.078,0.06,,A1,
HD 19511,47.10374999999999,6.7234694444444445,7.67,G4III,0.98,,,,oui
HD 195338,307.1852916666666,47.611219444444444,7.48,G8IIFe0.5,1.15,,,,oui
HD 19536,47.88208333333333,60.63511111111111,7.29,A2II,0.05,,,,oui
HD 195554,307.362961958333,56.06818925,5.889,B9Vne,-0.051,0.02,,B9,
HD 19557,47.855416666666656,57.90311111111111,8.59,C-J4,1.45,,,,oui
HD 195592,307.6458333333333,44.31525,7.08,O9.7Ia,0.87,,,,oui
HD 195725,307.3954583333333,62.99411111111111,4.22,A7III,0.2,,,,oui
HD 195810,308.3033333333333,11.30325,4.03,B6IV,-0.13,,,,oui
HD 195835,308.2133333333333,27.212169444444445,6.88,K0II,1.09,,,,oui
HD 195986,308.21791666666667,43.191580555555554,6.59,B4III,-0.12,,,,oui
HD 196180,308.827231791667,14.6742131944444,4.664,A3V,0.104,0.02,,A3,
HD 196321,309.1816666666666,-2.5499388888888888,4.88,K4+IIIBa1,1.59,,,,oui
HD 196502,307.992833333333,74.9546111111111,5.191,A0p...,,0.13,s0764,A0,
HD 196504,309.269468916667,26.4619468611111,5.589,B9V,-0.05,0.02,,B9,
HD 196524,309.3870833333333,14.595080555555557,3.63,F5IV,0.44,,,,oui
HD 196544,309.454664125,11.3776765555556,5.428,A2V,0.051,0.0,,A2,
HD 196544,309.494041666667,11.3776944444444,5.428,A2V,,0.01,s0767,A2,
HD 196610,309.4779166666666,18.268580555555555,5.89,M6III,1.49,,,,oui
HD 196662,309.818,-14.954761111111111,5.2,B7III,90.0,,,,oui
HD 196724,309.630578666667,21.2011796388889,4.82,A0V,-0.02,-0.01,,A0,
HD 196740,309.63291666666663,24.115969444444445,5.05,B5IV,-0.13,,,,oui
HD 196775,309.770700791667,15.8382001666667,5.98,B3V,-0.16,0.04,,B3,
HD 19683,48.13333333333333,56.14911111111111,7.47,M3III,1.76,,,,oui
HD 196867,309.9095833333333,15.912080555555557,3.8,B9IV,-0.06,,,,oui
HD 19698 ,47.6616367083333,11.8726238333333,5.965,B8V,-0.058,0.05,,B8,
HD 197226,310.2516666666666,39.08233055555556,6.5,B6III,-0.11,,,,oui
HD 197345,310.35791666666665,45.28033055555555,1.25,A2Ia,0.09,,,,oui
HD 19736,48.04,42.37591944444444,6.14,B5V,-0.11,,,,oui
HD 197461,310.995208333333,15.0746111111111,4.434,A7IIIp...,,0.01,s0771,A7,
HD 197489,310.83333333333326,25.824749999999998,7.04,A5II,0.34,,,,oui
HD 197511,310.55261825,50.3400251944444,5.4,B2V,-0.12,0.13,,B2,oui
HD 1976,6.065416666666666,52.01991944444444,5.58,B5IV,-0.12,,,,oui
HD 197637,309.00283333333334,79.43038055555556,6.94,B3,-0.14,,,,oui
HD 197725,311.541616208333,-21.514033,5.913,A1V,0.062,0.04,,A1,
HD 197770,310.80708333333325,57.114000000000004,6.33,B2III,0.26,,,,oui
HD 197912,311.4158333333333,30.719719444444443,4.23,K0IIIa,1.06,,,,oui
HD 197950,310.795916083333,66.6574455,5.6,A8V,0.21,-0.06,,A8,oui
HD 197961,311.3374999999999,46.354800000000004,6.69,A1IV,0.01,,,,oui
HD 197964,311.66458333333327,16.124311111111112,4.25,K1IV,1.01,,,,oui
HD 197989,311.5529166666666,33.97025,2.48,K0III,1.04,,,,oui
HD 198001,311.918969166667,-9.49577436111111,3.77,B9.5V,0.0,-0.01,,"A1,5",oui
HD 198001,311.9935,-9.49577777777778,3.77,A1V,,0.02,s0776,A1,
HD 198026,311.93416666666667,-5.027688888888889,4.44,M3III,1.67,,,,oui
HD 198069,311.951385666667,6.00820755555556,5.612,A0V,-0.012,0.0,,A0,
HD 19814,47.67333333333333,-20.111500000000003,7.63,G8/K0IV,0.95,,,,oui
HD 198149,311.3225,61.83878055555556,3.41,K0IV,0.91,,,,oui
HD 198183,311.85224025,36.4907149166667,4.87,B5Ve,-0.11,0.05,,B5,
HD 19820,48.52208333333333,59.56346944444444,7.08,O8.5III(n)((f)),0.48,,,,oui
HD 198272,312.32166666666666,-0.5633305555555556,6.36,M5III,1.4,,,,oui
HD 19850,47.77208333333332,-13.264280555555555,6.36,F6III,0.61,,,,oui
HD 198781,312.3224583333333,64.0422611111111,6.45,B0.5V,0.02,,,,oui
HD 198809,313.03208333333333,27.096969444444444,4.57,G7IIIFe-1,0.83,,,,oui
HD 198820,313.0016666666666,32.848888888888894,6.44,B3III,-0.15,,,,oui
HD 199081,313.311479291667,44.3872613333333,4.77,B5V,-0.14,0.03,,B5,oui
HD 199095,310.646816708333,82.5311587777778,5.75,A0V,-0.01,0.0,,A0,
HD 199098,313.3275,45.181669444444445,5.46,K0II,1.09,,,,oui
HD 199251,313.74054166666656,33.76401111111111,6.93,M4,1.72,,,,oui
HD 199254,313.91071675,12.5685583055556,5.54,A5V,0.11,-0.01,,A4,oui
HD 199394,313.78791666666666,46.35016944444445,6.98,K0III,1.02,,,,oui
HD 199498,314.2967916666666,16.25141111111111,7.57,M7,1.4,,,,oui
HD 199579,314.145,44.92471944444444,5.96,O6.5V((f))z,0.05,,,,oui
HD 199603,314.674331875,-14.4831269166667,5.959,A9V,0.221,-0.08,,A9,
HD 199629,314.293412791667,41.1671386388889,3.939,A1Vne,0.016,0.0,,A1,
HD 199661,314.070875,56.88751944444444,6.22,B2.5IV,-0.17,,,,oui
HD 199697,314.56833333333327,22.325919444444445,5.29,K3.5III,1.42,,,,oui
HD 199766,314.77166666666665,4.295830555555556,6.0,F5(V)+F6(V),90.0,,,,oui
HD 199766A,314.77504166666665,4.3,5.96,F5(V),0.52,,,,oui
HD 19978 ,50.0823236666667,77.7347428888889,5.44,A6V,0.21,0.02,,A6,oui
HD 199799,314.4715833333333,44.788149999999995,7.48,MS,1.65,,,,oui
HD 19994,48.199999999999996,-1.2,5.07,F8.5V,0.56,,,,oui
HD 199941,314.96166666666664,16.824330555555555,6.62,F4III,0.37,,,,oui
HD 199942,315.0249999999999,7.516938888888888,6.0,F1Vp,0.27,,,,oui
HD 199955,314.625141041667,50.4617891388889,5.6,B5Vn,-0.14,0.02,,B5,
HD 200030,314.85249999999996,42.324469444444446,6.46,B9,-0.09,,,,oui
HD 20010,48.0175,-28.98693888888889,3.85,F6V+G7V,0.51,,,,oui
HD 200120,314.956488166667,47.5209504444444,4.74,"B1,5Vnne",-0.05,0.21,,"B1,5",
HD 200310,315.295535041667,46.1557726666667,5.417,B1Ve,-0.2,0.06,,B1,
HD 20041,48.9924166666667,57.1406111111111,5.826,A0Ia,,0.73,s0110,A0,
HD 200499,316.1012555,-19.8549919722222,4.84,A5V,0.18,0.01,,A5,oui
HD 200761,316.486782625,-17.2328616944444,4.07,A1V,-0.01,0.0,,A1,oui
HD 200877,316.4520833333333,15.327219444444443,6.64,F7IV,0.46,,,,oui
HD 200905,316.2329166666666,43.927861111111106,3.73,K4.5Ib-II,1.66,,,,oui
HD 200914,316.78208333333333,-25.005861111111113,4.5,M1-III,1.61,,,,oui
HD 201091,316.7245833333333,38.74941944444445,5.21,K5V,1.18,,,,oui
HD 2011,6.197916666666666,61.831050000000005,5.38,B9III,0.0,,,,oui
HD 201184,317.140105375,-21.1936715833333,5.28,A0V,0.01,0.02,,A0,
HD 201345,316.9808333333333,33.397,7.76,ON9.2IV,-0.15,,,,oui
HD 201433,317.162040708333,30.2056370833333,5.687,B9V,-0.076,-0.01,,B9,
HD 20149 ,48.835153375,30.55668875,5.61,A1Vs,0.01,-0.01,,A1,
HD 20150 ,48.7254054583333,21.0444473055556,4.88,A1V,-0.006,-0.03,,A1,
HD 201522,317.12337499999995,47.25706111111111,7.9,B5V,-0.06,,,,oui
HD 201636,316.59708333333333,71.43180000000001,5.88,F3IV,0.38,,,,oui
HD 201836,317.629125,47.69221944444444,6.6,B6IV,90.0,,,,oui
HD 201908,316.371940875,78.1263940555556,5.915,B8Vn,-0.073,0.04,,B8,
HD 202109,318.23416666666657,30.226919444444444,3.21,G8+III-IIIaBa0.5,0.99,,,,oui
HD 202124,318.1183333333333,44.5317,7.76,O9Iab,0.18,,,,oui
HD 202214,317.9508333333333,59.98661111111111,5.6,O9.5IV,90.0,,,,oui
HD 202275,318.62125,10.00286111111111,4.49,F7(V)+G0(V),0.5,,,,oui
HD 202444,318.69791666666663,38.04531111111111,3.73,F2IV,0.39,,,,oui
HD 202448,318.95583333333326,5.247830555555556,3.93,G6IV+B9.5V,0.51,,,,oui
HD 202466,319.0741666666666,-9.214669444444445,6.46,M2/3III,1.57,,,,oui
HD 202627,319.484516625,-32.1725420833333,4.721,A1V,0.073,0.05,,A1,
HD 202654,318.9049999999999,47.974000000000004,6.44,B4IV,-0.14,,,,oui
HD 202730,319.966623125,-53.4494254166667,4.4,A5V(n),0.18,0.03,,A5,
HD 202753,319.546137875,-4.51947988888889,5.815,B5V,-0.122,0.04,,B5,
HD 20277,49.14666666666666,32.18403055555555,5.99,G8IV,0.98,,,,oui
HD 202900,317.86566666666664,78.97541111111111,7.13,B3,0.03,,,,oui
HD 202904,319.479479416667,34.8968969166667,4.43,B2Vne,-0.11,0.13,,B2,
HD 203064,319.6133333333333,43.945949999999996,5.0,O7.5IIIn((f)),-0.01,,,,oui
HD 203096,319.7305416666667,41.04051944444444,6.15,A5IV,0.26,,,,oui
HD 203137,319.68924999999996,50.06935,7.0,K4+IIIBa0.5,1.87,,,,oui
HD 20315 ,49.447303625,44.0250222222222,5.478,B8V,-0.059,0.05,,B8,
HD 203156,319.8424999999999,38.23746944444444,5.88,F1II+B7.0V,0.48,,,,oui
HD 203206,320.0586249999999,22.02618888888889,6.28,B6IV,-0.11,,,,oui
HD 203245,319.869792666667,49.5102951666667,5.74,B6V,-0.13,0.01,,B6,
HD 203265,319.635,61.18438888888888,6.49,M3,1.54,,,,oui
HD 203280,319.645,62.58558055555556,2.46,A8Vn,0.22,,,,oui
HD 203358,320.20874999999995,32.452219444444445,5.68,G8IV,90.0,,,,oui
HD 20336 ,49.9969694583333,65.6522917222222,4.728,"B2,5Vne",-0.107,0.13,,"B2,5",
HD 203378,319.9282083333333,55.450069444444445,7.32,M6III,1.42,,,,oui
HD 203504,320.52166666666665,19.8045,4.09,K1III,1.11,,,,oui
HD 203562,320.723389333333,6.81114083333333,5.159,A3V,0.06,-0.02,,A3,
HD 20365 ,49.6572552916667,50.2221756944445,5.158,B3V,-0.073,0.13,,B3,
HD 20367,49.41666666666666,31.12706111111111,6.4,F8V,0.56,,,,oui
HD 203712,320.7025,40.932561111111106,7.16,M7III,1.17,,,,oui
HD 203729,320.39033333333333,60.5818,7.62,F3,0.4,,,,oui
HD 203925,321.1416666666666,26.174561111111114,5.66,A8III,0.31,,,,oui
HD 203938,320.95916666666665,47.16455,7.08,B0.5IV,0.46,,,,oui
HD 204041,321.493291666667,0.534333333333333,6.468,A1IV,,0.03,s0796,A1,
HD 20418 ,49.7818288333333,50.0949673888889,5.03,B5V,-0.07,0.09,,B5,oui
HD 204403,321.839026125,37.1167973333333,5.289,B3V,-0.139,0.06,,B3,
HD 204414,321.916905,27.6085943333333,5.389,A1V,0.046,0.03,,A1,
HD 204428,321.687375333333,52.8985351388889,5.99,B7III,-0.11,0.03,,B6,oui
HD 204536,321.97624999999994,46.561499999999995,6.86,B3III,-0.1,,,,oui
HD 204585,322.2491666666666,22.179450000000003,5.95,M4.5IIIa,1.36,,,,oui
HD 20468,49.6825,34.22263888888889,4.82,K2IIbCN0.5,1.49,,,,oui
HD 204724,322.4870833333333,23.638830555555554,4.51,M1+III,1.58,,,,oui
HD 204770,321.942254291667,66.8090960555556,5.407,B7V,-0.097,0.03,,B7,
HD 204827,322.2408333333333,58.739780555555555,7.94,O9.5IV,0.8,,,,oui
HD 205021,322.1649999999999,70.56071944444444,3.23,B0.5IIIs,-0.22,,,,oui
HD 205021,322.2421125,70.5606944444444,3.216,B2IIIvar,,0.04,s0800,B2,
HD 205021B,322.15374999999995,70.55916944444444,8.63,A1V,90.0,,,,oui
HD 205139,322.7470833333333,60.459450000000004,5.52,B1Ib,0.08,,,,oui
HD 205314,323.235801583333,49.9776256944445,5.766,A0V,-0.032,-0.02,,A0,
